Message_Length,Document Index (generated),Message_Length (bin),Number of Records,Created Time,Id (From),Id,Message,Name,Updated Time
312,218,300,1,2018-03-29T04:55:18+0000,100021841009975,284578622020844_379199222558783,Today Market  Scen  Activity  of Navjeevan  Trust  Deepti Training  Centre-Morbi Visit  of V-Mart and Tarun  Beauty  Parlor such  a Great  Experience of students  Market Scen  with on the spot Students  Interview in Tarun  Beauty  Parlor & 5 Students  Selected Tarun Beauty  Parlor  as a Bridal  Make-up  Artist.,Mayur Solanki,2018-04-02T06:53:27+0000
28,219,25,1,2018-03-28T11:19:13+0000,100021853848288,284578622020844_378878919257480,Today's event - Parents meet,Pavithra S,2018-04-02T02:58:06+0000
94,220,75,1,2018-03-31T07:08:53+0000,100021479812612,284578622020844_380047099140662,"# #Knowyourtrainertribe FAQ#6 
# How can you update your profile information on Trainer Tribe?",Trainer Tribe,2018-04-02T02:37:18+0000
218,221,200,1,2018-03-30T17:10:09+0000,100022032163939,284578622020844_379835792495126,"Introduces the Capacity Building Collaborative and describes the work the Collaborative does with agencies, Tribes and courts to build capacity, enhance practice and improve outcomes for children, youth and families...",Vivek Shihori,2018-04-01T14:58:14+0000
56,222,50,1,2018-03-29T16:18:52+0000,100022032163939,284578622020844_379400829205289,Internet and Mobile Phone Addict to Harmful for child...,Vivek Shihori,2018-03-29T16:18:52+0000
141,223,125,1,2018-03-26T12:07:16+0000,100021479812612,284578622020844_378078539337518,"# Hearty Congratulations to our latest MasterCoach graduates from Gujarat 😀✨🎊 
# Wishing you all happy classrooms and a very bright future!!!",Trainer Tribe,2018-03-29T10:20:24+0000
65,224,50,1,2018-03-22T15:09:25+0000,100022032163939,284578622020844_376453149500057,"We Supporting Disable Childrens & Youth
We are Navjeevan Trust...",Vivek Shihori,2018-03-29T09:13:56+0000
79,225,75,1,2018-03-29T05:57:50+0000,100022546450934,284578622020844_379214452557260,Second Guest Lecture from Mr. Jagadish  . Regarding opening in  Bosch Company .,Rosline,2018-03-29T08:56:35+0000
31,226,25,1,2018-03-28T09:29:55+0000,100022032163939,284578622020844_378848865927152,Vacancy open in Navjeevan Trust,Vivek Shihori,2018-03-28T09:43:22+0000
15,227,0,1,2018-03-28T07:33:00+0000,100021840439906,284578622020844_378817802596925,LinkedIn day 🎊🎉,Mayuri Raval,2018-03-28T07:33:01+0000
93,228,75,1,2018-03-28T07:07:55+0000,100021479812612,284578622020844_378811775930861,"# #Knowyourtrainertribe FAQ#4
# How can you ensure your post reaches out to maximum trainers?",Trainer Tribe,2018-03-28T07:07:55+0000
111,229,100,1,2018-03-27T14:57:18+0000,100022032163939,284578622020844_378560382622667,"Career guidance by Mr. Anil Shihori to Suraksha Setu Program at District Police Training Centre, Surendranagar.",Vivek Shihori,2018-03-28T05:53:12+0000
12,230,0,1,2018-03-27T04:24:59+0000,100022546450934,284578622020844_378358489309523,Market Scan.,Rosline,2018-03-27T14:46:11+0000
50,231,50,1,2018-03-27T08:42:16+0000,100021840439906,284578622020844_378421375969901,Confused chain activity of team work at HDRC (OJT),Mayuri Raval,2018-03-27T10:16:23+0000
90,232,75,1,2018-03-27T09:59:32+0000,100021479812612,284578622020844_378448159300556,"# #Knowyourtrainertribe FAQ#3
# How can you create and submit a new post on Trainer Tribe?",Trainer Tribe,2018-03-27T09:59:32+0000
30,233,25,1,2018-03-27T09:43:19+0000,100024203169882,284578622020844_378443752634330,# short video - How to succeed,Sundar karnan,2018-03-27T09:43:19+0000
41,234,25,1,2018-03-27T08:41:10+0000,100021840439906,284578622020844_378421172636588,Market scan activity at HDRC OJT student.,Mayuri Raval,2018-03-27T08:41:12+0000
83,235,75,1,2018-03-27T07:08:15+0000,100022823681788,284578622020844_378398352638870,Today in our center students learn't about parts of speech class led by Mohanareddy,Basavaraj Bhavimani,2018-03-27T07:08:15+0000
142,236,125,1,2018-03-23T16:10:33+0000,100022032163939,284578622020844_376903836121655,District police training centre Surendranagar candidates visit At Navjeevan Trust Surendranagar for Information about Urban and Rural project.,Vivek Shihori,2018-03-26T16:52:31+0000
36,237,25,1,2018-03-26T14:37:24+0000,100019095730344,284578622020844_378138385998200,"How to improve your Handwriting!!!

",Sreejith,2018-03-26T14:37:24+0000
113,238,100,1,2018-03-25T11:29:43+0000,100022633456862,284578622020844_377691676042871,#master_coach_cohort_5_gujarat graduation ceremony @hotel CAMA AHMEDABAD #thank_you #Quest_Alliance and #janvikas,Jignesh Pranami,2018-03-26T11:05:05+0000
105,239,100,1,2018-03-26T09:28:29+0000,100021479812612,284578622020844_378034932675212,"# #Knowyourtrainertribe FAQ#2
# How is Trainer Tribe structured? And what is the focus of all the groups?",Trainer Tribe,2018-03-26T09:28:29+0000
198,240,175,1,2018-03-21T06:22:23+0000,100019162842561,284578622020844_375857572892948,"We tried a new energizer called ""3 Machines"" at Bhushan ITI in Jaipur. Participants have to make Fan, Washing Machine and Mixer. Add sound to each machine and it is even more fun!
Will you try this?",Sushmitha,2018-03-26T07:23:43+0000
58,241,50,1,2018-03-26T06:53:35+0000,100021837650352,284578622020844_378001179345254,Placement Officer from Ahmedabad visit at Madhavpur center,Sapana Vaja,2018-03-26T06:53:36+0000
,242,,1,2018-03-26T05:40:12+0000,100021849131277,284578622020844_377986279346744,,Manjunath,2018-03-26T05:40:12+0000
667,243,650,1,2018-03-19T10:45:29+0000,100021479812612,284578622020844_375012012977504,"# And we have our brand new contest winners for the recent theme of the month. 
# Hearty Congratulations ANTON CHAKMA, DHAVAL PANDYA and Jignesh Pranami 🎊🎇🎁😎  Your gifts will be soon delivered to you!!  
# Thanks a lot Joel, Rosline, Sonal, Melvin,  Manjunth, Rohan J and ABDUL ALEEM for your enthusiastic participation and sharing some very useful resources.
# @Everyone - please check out all the video resources that were shared in the contest at [this link](https://questalliance.facebook.com/groups/284578622020844/permalink/372462263232479/). Choose what you feel comfortable with and have fun using them in/outside your classrooms. Do let us know how it goes!😀",Trainer Tribe,2018-03-24T18:37:40+0000
194,244,175,1,2018-03-24T04:00:56+0000,100019162842561,284578622020844_377083376103701,A student explaining what he felt after meeting a Loco-Pilot (A train driver). Its equally important to have clarity on what not to do in life... Market Scans are such an eye opening experience!,Sushmitha,2018-03-24T15:10:45+0000
78,245,75,1,2018-03-24T12:03:33+0000,100022823681788,284578622020844_377203432758362,"Today we have made trainees happy by trick reading. 
trainees felt very happy.",Basavaraj Bhavimani,2018-03-24T12:03:34+0000
156,246,150,1,2018-03-24T11:45:34+0000,100022823681788,284578622020844_377199162758789,"OUTREACH Ballari training centre started New batch on 21.03.2018 with 22 students.
Induction Day 1 
conducted introductory activity through the naming Game.",Basavaraj Bhavimani,2018-03-24T11:53:57+0000
96,247,75,1,2018-03-24T09:17:47+0000,100021479812612,284578622020844_377159672762738,"# #Knowyourtrainertribe FAQ#1
# How is Trainer Tribe related to Workplace? 
# What is Workplace?",Trainer Tribe,2018-03-24T09:17:47+0000
211,248,200,1,2018-03-24T08:50:58+0000,100022924790605,284578622020844_377154226096616,"**What students has to say when their trainers tried something new in classroom after the TOT**. 

छात्रों का क्या कहना है जब उनके प्रशिक्षकों ने टीओटी के बाद कक्षा में कुछ नया करने की कोशिश की |

Happy Faces :)",M S Mahala,2018-03-24T08:55:06+0000
51,249,50,1,2018-03-23T15:36:47+0000,100019095730344,284578622020844_376890616122977,"What is Life Skill and Important of Life Skill!!!

",Sreejith,2018-03-23T15:36:48+0000
97,250,75,1,2018-03-22T10:32:50+0000,100021479812612,284578622020844_376352226176816,"# A series of Frequently Asked Questions on How to use Trainer Tribe.    
# Launching Very Soon!!",Trainer Tribe,2018-03-23T13:14:24+0000
,251,,1,2018-03-22T10:30:39+0000,100021982639863,284578622020844_376351689510203,,Mr.Bamdev Tripathi,2018-03-23T13:05:12+0000
28,252,25,1,2018-03-22T09:30:43+0000,100021877244863,284578622020844_376334186178620,please comment on this video,SRIDHAR.V,2018-03-23T11:45:44+0000
153,253,150,1,2018-03-21T11:17:46+0000,100025017248683,284578622020844_375931249552247,"Group m baat krna or saath se sbhi ko smjhana or saath m BHUSHAN PVT ITI staff and Quest alliance group 3 days traning best moments 
My life best moments",Rakesh Yadav,2018-03-22T16:04:00+0000
513,254,500,1,2018-03-21T09:17:20+0000,100024532944015,284578622020844_375902279555144,"We at Quest Alliance are collecting interesting insights and stories around what you and your students have to say about LinkedIn and how do you use it personally and professionally. Please post your replies to the following questions in the comment section.
1. Why and how do you use LinkedIn
2. Share any interesting quotes from your students about their experience using this platform 

 Don’t forget to add your name and your students name and the place you are from. Please send in your replies by 27th March",Hibba Ratnakaran,2018-03-22T15:47:35+0000
67,255,50,1,2018-03-09T14:27:31+0000,100022032163939,284578622020844_370695530075819,Self Describe Adjective With Objective Activity at KVTI Centre Bhuj,Vivek Shihori,2018-03-22T11:32:52+0000
34,256,25,1,2018-03-22T09:45:34+0000,100024186431897,284578622020844_376339099511462,DB Tech students Avalahalli center,Arun Frank,2018-03-22T09:45:35+0000
161,257,150,1,2018-03-19T09:26:00+0000,100021479812612,284578622020844_374993026312736,"After participating in the theme on Basics of Digital Literacy, what are your thoughts around using the internet? Choose one or more options that you agree to!! ",Trainer Tribe,2018-03-22T07:05:34+0000
600,258,600,1,2018-03-13T19:03:51+0000,100022094042409,284578622020844_372637186548320,"# **#29 Fact for the Day**
# **Japanese Multiplication with Lines**

*Its so Simple and Fun, you can try.*

**With Amazing Groups**

[Communicative English](https://questalliance.facebook.com/groups/2076064505946695/) [Entrepreneurship](https://questalliance.facebook.com/groups/166971703871481/) [Life Skills](https://questalliance.facebook.com/groups/148774729037763/) [My Career](https://questalliance.facebook.com/groups/112376982763245/) [Digital Literacy](https://questalliance.facebook.com/groups/853886414784948/) [Resource Library](https://questalliance.facebook.com/groups/112373509463067/)",Joel,2018-03-22T05:50:21+0000
74,259,50,1,2018-03-21T11:05:33+0000,100025011280579,284578622020844_375927076219331,Chart for creativity with students for upgadation of study with diff. Ways,Deepak Saini,2018-03-21T17:37:16+0000
90,260,75,1,2018-03-21T11:14:16+0000,100025011280579,284578622020844_375929302885775,"Feeling awesm aftr a great 
3 days session with quest alliance
Learning diff ways of teach",Deepak Saini,2018-03-21T17:33:43+0000
43,261,25,1,2018-03-21T16:57:32+0000,100025011280579,284578622020844_376075229537849,Quest Alliance training last moment my team,Deepak Saini,2018-03-21T16:57:32+0000
,262,,1,2018-03-21T16:44:45+0000,100025011280579,284578622020844_376071976204841,,Deepak Saini,2018-03-21T16:44:46+0000
80,263,75,1,2017-09-15T06:13:52+0000,100020846959439,284578622020844_295513434260696,Inspire friday.. :) cool things can happen when amazing people get together.. :),Melvin,2018-03-21T14:11:35+0000
92,264,75,1,2018-03-21T08:44:55+0000,100024872430859,284578622020844_375895586222480,https://questalliance.m.facebook.com/story.php?story_fbid=125874918251589&id=100024872430859,Feba Cheriyan,2018-03-21T13:50:53+0000
42,265,25,1,2018-03-21T13:24:04+0000,100025011280579,284578622020844_375984979546874,I am very very happy my quest alliance tem,Deepak Saini,2018-03-21T13:24:05+0000
133,266,125,1,2018-03-21T12:33:59+0000,100021841009975,284578622020844_375954026216636,Visit  By Quest  Alliance  and Partner's Team at Navjeevan  Trust Deepti Training  Center Morbi  For the Model  and Excellent  Center,Mayur Solanki,2018-03-21T12:33:59+0000
116,267,100,1,2018-03-21T11:55:23+0000,100022032163939,284578622020844_375940922884613,"For The Model & Excellent Center Visit On Navjeevan Trust Centre, Surendranagar visit by Quest and Partner's Team...",Vivek Shihori,2018-03-21T11:55:24+0000
,268,,1,2018-03-21T11:16:12+0000,100024994782485,284578622020844_375929836219055,,Parvin Chaudhury,2018-03-21T11:41:50+0000
406,269,400,1,2018-03-21T09:22:27+0000,100021479812612,284578622020844_375903199555052,"# Hope you have enjoyed learning the recent theme on the Basics of Digital Literacy. Here is a quick closing summary infographic for your own understanding and for sharing with your students! 
# Please also participate in this poll to give us your valuable feedback: https://questalliance.facebook.com/groups/284578622020844/permalink/374993026312736/
# Thank you everyone for your active participation. :)",Trainer Tribe,2018-03-21T09:43:36+0000
648,270,625,1,2018-03-19T19:32:02+0000,100022094042409,284578622020844_375248186287220,"# **#30 Fact for the Day**
# **The Success Indicator**

These are the Traits which the Successful People Possess.

We can Learn and adapt to these Traits.

**With Amazing Groups**

[Communicative English](https://questalliance.facebook.com/groups/2076064505946695/) [Entrepreneurship](https://questalliance.facebook.com/groups/166971703871481/) [Life Skills](https://questalliance.facebook.com/groups/148774729037763/) [My Career](https://questalliance.facebook.com/groups/112376982763245/) [Digital Literacy](https://questalliance.facebook.com/groups/853886414784948/) [Resource Library](https://questalliance.facebook.com/groups/112373509463067/)",Joel,2018-03-20T18:45:58+0000
115,271,100,1,2018-03-20T10:39:19+0000,100022032163939,284578622020844_375474679597904,"For The Model and Excellent Center Visit On  Navjeevan Trust centre, Jamnagar  visit by Quest and Partner's team...",Vivek Shihori,2018-03-20T10:39:20+0000
44,272,25,1,2018-03-20T04:34:52+0000,100019095730344,284578622020844_375387499606622,Playing Kahoot (Career and Funny Questions ),Sreejith,2018-03-20T06:11:42+0000
205,273,200,1,2018-02-26T11:08:04+0000,100022823681788,284578622020844_365291360616236,"Mr.Majunath digital literacy facilitator today  visited our centre and met alumni at their workplace alumni are working  in school as teacher in Vidyaniketan primary school. alumni Kavitha,mamajan,mabunni.",Basavaraj Bhavimani,2018-03-20T04:40:19+0000
39,274,25,1,2018-03-20T04:33:04+0000,100019095730344,284578622020844_375387176273321,Students Presenting 5 year career plan.,Sreejith,2018-03-20T04:33:06+0000
123,275,100,1,2018-03-19T08:39:36+0000,100022032163939,284578622020844_374982689647103,"For The Model and Excellent Center the First Visit On  Navjeevan Trust centre, Rajkot  visit by Quest and Partner's team...",Vivek Shihori,2018-03-19T08:42:19+0000
529,276,525,1,2018-03-17T14:39:24+0000,100021982639863,284578622020844_374219613056744,"Roko mat... toko mat...
Roko mat, toko mat
Roko mat, toko mat
Roko mat, toko mat sochne do inhe sochne do inhe sochne do
Roko mat, toko mat sochne do inhe sochne do inhe sochne do

Hoye toko mat inhe sochne do mushqilon ke hal khojne do
Roko mat, toko mat
Roko mat, toko mat
Nikalne to do aasmaan se judenge
Nikalne to do aasmaan se judenge
Arrr... andey ke andar hi kaise udenge yaar
Nikalne do paanv... juraab bahut hain
Kitabon ke baahar kitaabein bahut hain

Bachpan se bada koi school nahi
Curiosity se badi koi teacher nahi",Mr.Bamdev Tripathi,2018-03-17T18:19:14+0000
63,277,50,1,2018-03-17T10:59:39+0000,100021828681538,284578622020844_374145663064139,Three girls from YUVA JUNCTION Talala has joined Domino's pizza,Sonal,2018-03-17T14:44:23+0000
40,278,25,1,2018-03-17T09:53:01+0000,100021877244863,284578622020844_374128499732522,Today we did energiser with our tranines,SRIDHAR.V,2018-03-17T09:53:02+0000
209,279,200,1,2018-03-17T09:09:14+0000,100019095730344,284578622020844_374118483066857,"This is a facebook link. You can see some best creativity from the unbelievable people. 

https://www.facebook.com/naturalfibrecrafts/?hc_ref=ARS1d1O-klvANaJqhH3-VvmX53YLSyAPNGM3Dcy2MGkNzN952MxfH32Mx0wS-PgFlZ4",Sreejith,2018-03-17T09:09:14+0000
237,280,225,1,2018-03-17T09:06:39+0000,100019095730344,284578622020844_374117956400243,"Thampu (Attappady, Kerala) center started producing umbrella as a self-employment program. They are selling the umbrella very cheap cost. If anybody wants a bulk amount of umbrella please inform me. It is really a great support for them.",Sreejith,2018-03-17T09:06:40+0000
211,281,200,1,2018-03-17T08:56:15+0000,100019095730344,284578622020844_374115573067148,"New candy from Attapady center!!!

Thanks to Feba Cheriyan and Ramu

https://drive.google.com/file/d/1tORvhXfsgEIqAS-7B_loZMOKyCdV_ovc/view

https://drive.google.com/file/d/1a4jo6NOFNxl9VePk_UbCHOaXowjMNxNb/view",Sreejith,2018-03-17T08:56:16+0000
29,282,25,1,2018-03-17T07:31:35+0000,100021877244863,284578622020844_374089786403060,Activity called HEAD AND TAIL,SRIDHAR.V,2018-03-17T07:31:36+0000
20,283,0,1,2018-03-16T12:22:24+0000,100022546450934,284578622020844_373713066440732,Burger Card activity,Rosline,2018-03-17T04:10:34+0000
25,284,25,1,2018-03-16T12:29:15+0000,100022546450934,284578622020844_373714829773889,Craft of Making earrings.,Rosline,2018-03-17T03:25:46+0000
29,285,25,1,2018-03-16T12:19:47+0000,100022546450934,284578622020844_373712099774162,"""Small Activity of balloons.""",Rosline,2018-03-16T12:19:48+0000
89,286,75,1,2018-03-16T10:33:46+0000,100021479812612,284578622020844_373678359777536,Do you remember the name of the theme we ran on the Trainer Tribe home group last month? ,Trainer Tribe,2018-03-16T10:33:47+0000
67,287,50,1,2018-03-15T09:27:53+0000,100024872430859,284578622020844_373219146490124,Grand inauguration function of training program at THAMPU-ATTAPPADY,Feba Cheriyan,2018-03-16T10:25:07+0000
92,288,75,1,2018-03-15T11:59:36+0000,100024872430859,284578622020844_373269779818394,https://questalliance.m.facebook.com/story.php?story_fbid=113823146123433&id=100024872430859,Feba Cheriyan,2018-03-16T10:23:27+0000
115,289,100,1,2018-03-15T06:02:21+0000,100019095730344,284578622020844_373175943161111,"Designing High-Impact Blended Training Programs-Thursday, March 22, 2018 08:30 PM - 09:30 PM (Registration open) 

",Sreejith,2018-03-16T10:21:29+0000
94,290,75,1,2018-03-13T10:51:03+0000,100021479812612,284578622020844_372462263232479,"**As we come to a close for the theme of this month, here is a quick contest for all of you.**",Trainer Tribe,2018-03-16T09:41:42+0000
29,291,25,1,2018-03-15T08:45:19+0000,100024211185847,284578622020844_373209426491096,Market scan day in our center,Shivashankar Reddy,2018-03-16T08:30:35+0000
632,292,625,1,2018-03-15T08:52:44+0000,100021479812612,284578622020844_373210983157607,"# **Follow these simple steps to participate in the ongoing contest. **
# **1. Click on this link to see the contest post: [https://questalliance.facebook.com/groups/284578622020844/permalink/372462263232479/**](https://www.google.com/url?q=https%3A%2F%2Fquestalliance.facebook.com%2Fgroups%2F284578622020844%2Fpermalink%2F372462263232479%2F&sa=D&source=hangouts&ust=1521184902057000&usg=AFQjCNGzyqr50PEH3ia0XNGGJOLgDkyNsw)
# **2. Go to the comments section in this post and paste your first video here and hit enter.**
# **3. Repeat step 2 and paste your second video in the comment section. **
# **And that's it, you are done!  **",Trainer Tribe,2018-03-16T07:19:53+0000
123,293,100,1,2018-03-12T11:01:05+0000,100022924790605,284578622020844_371975483281157,"We have started 'My Career"" sessions from Today in Mahila ITI Ajmer. Students are setting up Expectations from the program.",M S Mahala,2018-03-16T07:06:04+0000
230,294,225,1,2018-03-13T03:07:37+0000,100022924790605,284578622020844_372297969915575,"Have you done any industry engagement activity with your students before? Such as parents engagement sessions, guest sessions, Market scan, exposure visits or alumni meet? Yes!! 
**What kind of challenges do you face generally? **",M S Mahala,2018-03-16T07:04:28+0000
38,295,25,1,2018-03-15T04:33:42+0000,100022546450934,284578622020844_373158219829550,""" Discussed  about Gender difference """,Rosline,2018-03-16T06:50:44+0000
377,296,375,1,2018-03-16T06:10:36+0000,100019162842561,284578622020844_373618553116850,"Vaja Sapana has come up with a very useful idea. Here is an alumni helping current students with Asking and Answering Questions. This helps in learning communication, preparing for interviews as well as gaining valuable experience from an alumni who has a job now! Superb idea Sapana. 
## How many of you want to try this? Reach out to Vaja Sapana to help you plan the session.",Sushmitha,2018-03-16T06:10:36+0000
13,297,0,1,2018-03-15T06:55:06+0000,100022546450934,284578622020844_373186226493416,Team building,Rosline,2018-03-16T06:04:59+0000
,298,,1,2018-03-16T05:17:41+0000,100021982639863,284578622020844_373606126451426,,Mr.Bamdev Tripathi,2018-03-16T05:17:41+0000
49,299,25,1,2018-03-15T08:00:39+0000,100022633456862,284578622020844_373200363158669,Team building activity for make a decision making,Jignesh Pranami,2018-03-16T04:09:59+0000
287,300,275,1,2018-03-16T02:29:05+0000,100018752347018,284578622020844_373539303124775,"Did you participate in the digital literacy contest yet? See the link! 

https://questalliance.facebook.com/groups/284578622020844/permalink/373210983157607/

Digital Literacy Communicative English Employability Skills - ITI My Career Life and Career Skills in Schools MasterCoach Alumni",Neha,2018-03-16T02:29:06+0000
75,301,75,1,2018-03-15T18:56:29+0000,100022924790605,284578622020844_373426643136041,Students posing with their aspirations after the session with confidence :),M S Mahala,2018-03-15T18:56:29+0000
22,302,0,1,2018-03-15T08:08:50+0000,100022633456862,284578622020844_373201969825175,Team building activity,Jignesh Pranami,2018-03-15T08:08:51+0000
13,303,0,1,2018-03-15T06:18:50+0000,100022546450934,284578622020844_373179173160788,Team Building,Rosline,2018-03-15T06:29:18+0000
28,304,25,1,2018-03-15T05:06:59+0000,100022546450934,284578622020844_373165033162202,"""Activity of musical chair """,Rosline,2018-03-15T05:07:00+0000
165,305,150,1,2018-02-26T08:58:48+0000,100021479812612,284578622020844_365249860620386,"**Here is Part 3 of the online course for this Theme of the Month.  **

**Just click on the link below to access this module.  ** 

#ThemeoftheMonth #DigitalLiteracy",Trainer Tribe,2018-03-15T04:48:53+0000
282,306,275,1,2018-02-13T08:47:28+0000,100021479812612,284578622020844_359166661228706,"**Dear trainers, **

**We start the theme of this month with a quick 5 minute survey to help us understand how you seek information and use the Internet! **

**All you have to do is just click on this link and select your responses: **

**https://storyflock.typeform.com/to/IR3bM0**",Trainer Tribe,2018-03-14T16:43:10+0000
168,307,150,1,2018-02-20T06:27:56+0000,100021479812612,284578622020844_362330587578980,"**As part of the theme for this month, here comes our module on ""How to find information on the internet"". **

**Just click on the link below to access this module.  **",Trainer Tribe,2018-03-14T16:42:39+0000
2224,308,2200,1,2018-03-07T10:44:10+0000,100024203169882,284578622020844_369635403515165,"Centre Name : Don Bosco Vazhikatti - Perambur 
 Domain         : Retail 
 Employer      : Cauvery News Channel 
 Designation   : Senior Editor 

  

Mr.Keetheswaran, at present, is working in Cauvery News Channel as a Senior Editor  in Chennai with a monthly salary of Rs 20,000/- per month. However, life in the beginning was not same like he has now. 

Mr.Keetheswaran belong to a very poor family from Tamil Nadu in Chennai. His father, Shankar  is a Mechanic and was the only earning member in the family. Mr.Keetheswaran and his whole family depended on whatever meager amount his father could earn from the Mechanic Shop they have. Gradually, with the strain in the financial income he had to give his studies and was looking out for a job to help his father. It was during the days of search when he came across Don Bosco Vazhikatti,perambur and learned about the free training they provided to youth like him. He let no time to waste and got enrolled the very next day after he successfully insisted his parents to let him take the training. With lots of hope and faith, he joined Dbtech as a Retail trainee under Quest Alliance.

During the initial days, Keetheswaran struggled to catch the training program and brush his skills for his benefits. The struggle he came across was taken as a challenge which he overcomes at the end of the three month training. He came out with a flying color and positive changes in his behavior and attitude. After the training, he got a campus placement in a News channel called Captain News Channel as a Editor with a salary of Rs. 15,500 per month. 

As he felt that he needs to grow more in his career, he joined Cauvery News Channel as a Editor and later promoted to Senior Editor. At present he is working as a Senior editor in Cauvery News Channel. He is very happy and contented with his job. Appreciating the humanitarian work of Don Bosco Vazhikatti and Quest alliance he says, “I am able to earn my livelihood and help to my family now. This all happened because Don Bosco Vazhikatti nd quest alliance came into my life. I would like to thanks the centre, my trainers and More for giving me this opportunity and to carve out a way to a better future for me and my family.",Sundar karnan,2018-03-13T10:03:39+0000
2811,309,2800,1,2018-03-13T09:19:38+0000,100024203169882,284578622020844_372427086569330,"A day to look back all the alumni at one venue with a Job Fair
A huge alumni meet and job fair was organized at Don Bosco Tech Society Perambur on 11th March,2018. The most important intend of this occasion is to place the alumni into a best placement according to their qualification and skill. The companies like Apollo Hospitals, Café Coffee day, Wilde Stone, Airtel, Maany care systems were the part of the program to hire the precise applicant for the companies.
For this main occasion presented eminent personalities disembarked specifically Mr. Samson Founder director of Vasantha foundation. Mr.Jeevan Training Support officer, QUEST ALLAINC, Rev.Fr. Andrews Stephan Raj, SDB, The Centre Head and Human Resources from a range of companies. 
Mr. Samson, Founder Director Vasantha Foundation oriented the alumni through his innovative and inspirational converse. He essentially shared about the capability of one's own goals. If the ambition is incredibly obvious you can achieve.
and in addition he shared few significant points to track in each one’s life to attain your aim the tips are Responsibility which makes a person to set out obvious intellect towards goal, Initiative whatever it may be; you should obtain initiative to be trained for opportunity to reach a goal, Motivation is main key which builds a individual to survive a fulfilled existence in conclusion he articulated regarding time which is expensive and can't acquire back in everyone's existence. He insisted the alumni to that don't dissipate your moment and suffer but, sketch your time according to yourself to accomplish target.

When guest lecture was over Mr. Arul Raj (TN State Operation) assisted the entire alumni to install the DB Tech App on their android phones. 

After a small break the alumni assembled again in a hall to go on with the agenda.  Mr.Sundar, the Retail instructors received the chief guests, parents and the alumni in a impressive style; Rev.Fr.Andrews Stephen Raj, received the by dawning the shawl and presenting a gift to the entire chief guests and the recruiters from various companies. There we played a film on the development of Don Bosco Tech all over India and few alumni in a screen also Mr. Jeevan interacted with the gathering very shortly; finally Mr. Leo Levin (TN MIS & M& E) conferred a vote of thanks. 

When the gala got over the alumni took part in the Job Fair which was organized for them. There were six companies participated in the job fair altogether 126 alumni presented out of 126 candidates 87 were selected for the final interview. The interview had helped them to go for the next level. The interview process began at 12:00pm to till 2:30pm. in the meantime delicious lunch was provided to all the alumni, recruiters and the parents.

The day ended with full of excitement",Sundar karnan,2018-03-13T09:19:42+0000
87,310,75,1,2018-03-09T14:50:56+0000,100021853848288,284578622020844_370709603407745,"Today's exposure visit to a designing company 
Adv solutions in Vasanthnagar, Bangalore",Pavithra S,2018-03-13T01:50:51+0000
1059,311,1050,1,2018-03-12T15:48:16+0000,100021982639863,284578622020844_372128489932523,"“हर उस बेटे को समर्पित जो घर से दूर है”
बेटियॉ ही नही

बेटे भी घर छोड़ जाते हैं
जो तकिये के बिना कहीं…भी सोने से कतराते थे…

आकर कोई देखे तो वो…कहीं भी अब सो जाते हैं…

खाने में सो नखरे वाले..अब कुछ भी खा लेते हैं…

अपने रूम में किसी को…भी नहीं आने देने वाले…

अब एक बिस्तर पर सबके…साथ एडजस्ट हो जाते हैं…

बेटे भी घर छोड़ जाते हैं.!!
घर को मिस करते हैं लेकिन…कहते हैं ‘बिल्कुल ठीक हूँ’…

सौ-सौ ख्वाहिश रखने वाले…अब कहते हैं ‘कुछ नहीं चाहिए’…

पैसे कमाने की जरूरत में…वो घर से अजनबी बन जाते हैं

लड़के भी घर छोड़ जाते हैं।
बना बनाया खाने वाले अब वो खाना खुद बनाते है,

माँ-बहन-बीवी का बनाया अब वो कहाँ खा पाते है।

कभी थके-हारे भूखे भी सो जाते हैं। 

लड़के भी घर छोड़ जाते है।
मोहल्ले की गलियां, जाने-पहचाने रास्ते,

जहाँ दौड़ा करते थे अपनों के वास्ते,,,

माँ बाप यार दोस्त सब पीछे छूट जाते हैं

तन्हाई में करके याद, लड़के भी आँसू बहाते है

लड़के भी घर छोड़ जाते हैं
नई नवेली दुल्हन, जान से प्यारे बहिन- भाई,

छोटे-छोटे बच्चे, चाचा-चाची, ताऊ-ताई ,

सब छुड़ा देती है साहब, ये रोटी और कमाई।

मत पूछो इनका दर्द वो कैसे छुपाते हैं,

बेटियाँ ही नही साहब, बेटे घर छोड़ जाते हैं",Mr.Bamdev Tripathi,2018-03-12T15:48:16+0000
119,312,100,1,2018-03-12T13:11:14+0000,100022032163939,284578622020844_372028499942522,"Mock Interview Preparation at KVTI Centre Bhuj
We Like to Invite Mr. Vinusinh Solanki Wise Principal of HGS School Bhuj",Vivek Shihori,2018-03-12T13:11:15+0000
